Date,VH,Team,Pitcher,Open
2017-04-29,V,LAA,JCHAVEZ-R,146
2017-04-29,H,TEX,YDARVISH-R,-166
2017-04-29,V,OAK,ATRIGGS-R,130
2017-04-29,H,HOU,JMUSGROVE-R,-145
2017-04-29,V,SEA,YGALLARDO-R,165
2017-04-29,H,CLE,DSALAZAR-R,-185
2017-04-29,V,CUB,JLACKEY-R,-116
2017-04-29,H,BOS,SWRIGHT-R,106
2017-04-30,V,NYM,NSYNDERGAARD-R,-120
2017-04-30,H,WAS,JROSS-R,110
2017-04-30,V,ATL,MFOLTYNEWICZ-R,-107
2017-04-30,H,MIL,MGARZA-R,-103
2017-04-30,V,CIN,BARROYO-R,155
2017-04-30,H,STL,MLEAKE-R,-175
2017-04-30,V,SDG,CRICHARD-L,125
2017-04-30,H,SFO,TBLACH-L,-140
2017-04-30,V,COL,GMARQUEZ-R,140
2017-04-30,H,ARI,PCORBIN-L,-155
2017-04-30,V,PHI,NPIVETTA-R,155
2017-04-30,H,LOS,HRYU-L,-175
2017-04-30,V,PIT,CKUHL-R,110
2017-04-30,H,MIA,TKOEHLER-R,-125
2017-04-30,V,SEA,CDEJONG-R,140
2017-04-30,H,CLE,JTOMLIN-R,-155
2017-04-30,V,BAL,WMILEY-L,100
2017-04-30,H,NYY,JMONTGOMERY-L,-110
2017-04-30,V,TAM,CARCHER-R,-107
2017-04-30,H,TOR,ASANCHEZ-R,-103
2017-04-30,V,CWS,MGONZALEZ-R,108
2017-04-30,H,DET,JZIMMERMANN-R,-118
2017-04-30,V,LAA,JRAMIREZ-R,-107
2017-04-30,H,TEX,MPEREZ-L,-103
2017-04-30,V,OAK,JHAHN-R,150
2017-04-30,H,HOU,DKEUCHEL-L,-170
2017-04-30,V,MIN,PHUGHES-R,114
2017-04-30,H,KAN,JHAMMEL-R,-124
2017-04-30,V,CUB,KHENDRICKS-R,-101
2017-04-30,H,BOS,ERODRIGUEZ-L,-109
2017-05-01,V,NYM,RGSELLMAN-R,111
2017-05-01,H,ATL,JTEHERAN-R,-126
2017-05-01,V,PIT,GCOLE-R,-116
2017-05-01,H,CIN,AGARRETT-L,106
2017-05-01,V,PHI,VVELASQUEZ-R,151
2017-05-01,H,CUB,BANDERSON-L,-171
2017-05-01,V,MIL,ZDAVIES-R,141
2017-05-01,H,STL,MWACHA-R,-161
2017-05-01,V,SFO,JCUETO-R,205
2017-05-01,H,LOS,CKERSHAW-L,-235
2017-05-01,V,TOR,MESTRADA-R,131
2017-05-01,H,NYY,LSEVERINO-R,-146
2017-05-01,V,BAL,DBUNDY-R,109
2017-05-01,H,BOS,RPORCELLO-R,-119
2017-05-01,V,CLE,TBAUER-R,-120
2017-05-01,H,DET,DNORRIS-L,110
2017-05-01,V,TEX,ACASHNER-R,175
2017-05-01,H,HOU,LMCCULLERS-R,-200
2017-05-01,V,CWS,DCOVEY-R,140
2017-05-01,H,KAN,JVARGAS-L,-160
2017-05-01,V,TAM,JODORIZZI-R,115
2017-05-01,H,MIA,WCHEN-L,-130
2017-05-02,V,NYM,MHARVEY-R,101
2017-05-02,H,ATL,RDICKEY-R,-111
2017-05-02,V,ARI,TWALKER-R,138
2017-05-02,H,WAS,TROARK-R,-153
2017-05-02,V,PIT,TGLASNOW-R,111
2017-05-02,H,CIN,SFELDMAN-R,-121
2017-05-02,V,PHI,JHELLICKSON-R,205
2017-05-02,H,CUB,JLESTER-L,-230
2017-05-02,V,MIL,WPERALTA-R,143
2017-05-02,H,STL,CMARTINEZ-R,-163
2017-05-02,V,SFO,MMOORE-L,141
2017-05-02,H,LOS,AWOOD-L,-156
2017-05-02,V,COL,TCHATWOOD-R,-116
2017-05-02,H,SDG,TCAHILL-R,106
2017-05-02,V,TOR,MLATOS-R,171
2017-05-02,H,NYY,MTANAKA-R,-191
2017-05-02,V,BAL,AASHER-R,216
2017-05-02,H,BOS,CSALE-L,-246
2017-05-02,V,CLE,CKLUBER-R,-121
2017-05-02,H,DET,JVERLANDER-R,111
2017-05-02,V,CWS,JQUINTANA-L,121
2017-05-02,H,KAN,DDUFFY-L,-136
2017-05-02,V,OAK,SGRAY-R,130
2017-05-02,H,MIN,ESANTANA-R,-145
2017-05-02,V,TEX,ACLAUDIO-L,115
2017-05-02,H,HOU,MFIERS-R,-130
2017-05-02,V,LAA,MSHOEMAKER-R,121
2017-05-02,H,SEA,JPAXTON-L,-136
2017-05-02,V,TAM,ACOBB-R,113
2017-05-02,H,MIA,EVOLQUEZ-R,-128
2017-05-03,V,ARI,RRAY-L,116
2017-05-03,H,WAS,GGONZALEZ-L,-131
2017-05-03,V,PIT,JTAILLON-R,-117
2017-05-03,H,CIN,RDAVIS-R,107
2017-05-03,V,NYM,JDEGROM-R,-121
2017-05-03,H,ATL,BCOLON-R,111
2017-05-03,V,PHI,JEICKHOFF-R,176
2017-05-03,H,CUB,JARRIETA-R,-201
2017-05-03,V,SFO,JSAMARDZIJA-R,150
2017-05-03,H,LOS,JURIAS-L,-170
2017-05-03,V,COL,ASENZATELA-R,-120
2017-05-03,H,SDG,JWEAVER-R,110
2017-05-03,V,TOR,MSTROMAN-R,-105
2017-05-03,H,NYY,CSABATHIA-L,-105
2017-05-03,V,BAL,KGAUSMAN-R,129
2017-05-03,H,BOS,DPOMERANZ-L,-144
2017-05-03,V,CLE,CCARRASCO-R,-155
2017-05-03,H,DET,MBOYD-L,140
2017-05-03,V,CWS,MPELFREY-R,135
2017-05-03,H,KAN,NKARNS-R,-150
2017-05-03,V,OAK,KGRAVEMAN-R,125
2017-05-03,H,MIN,HSANTIAGO-L,-140
2017-05-03,V,TEX,NMARTINEZ-R,158
2017-05-03,H,HOU,CMORTON-R,-178
2017-05-03,V,LAA,RNOLASCO-R,111
2017-05-03,H,SEA,HIWAKUMA-R,-121
2017-05-03,V,MIA,ACONLEY-L,131
2017-05-03,H,TAM,BSNELL-L,-146
2017-05-04,V,PIT,INOVA-R,-103
2017-05-04,H,CIN,TADLEMAN-R,-107
2017-05-04,V,MIL,CANDERSON-R,125
2017-05-04,H,STL,AWAINWRIGHT-R,-140
2017-05-04,V,PHI,ZEFLIN-R,190
2017-05-04,H,CUB,JLACKEY-R,-215
2017-05-04,V,COL,KFREELAND-L,-103
2017-05-04,H,SDG,LPERDOMO-R,-107
2017-05-04,V,ARI,BSHIPLEY-R,230
2017-05-04,H,WAS,MSCHERZER-R,-260
2017-05-04,V,OAK,JCOTTON-R,120
2017-05-04,H,MIN,KGIBSON-R,-135
2017-05-04,V,BAL,TWILSON-R,110
2017-05-04,H,BOS,KKENDRICK-R,-125
2017-05-04,V,CWS,DHOLLAND-L,124
2017-05-04,H,KAN,IKENNEDY-R,-139
2017-05-04,V,TEX,AGRIFFIN-R,123
2017-05-04,H,HOU,JMUSGROVE-R,-138
2017-05-04,V,LAA,AMEYER-R,114
2017-05-04,H,SEA,AMIRANDA-L,-129
2017-05-04,V,MIA,DSTRAILY-R,125
2017-05-04,H,TAM,MANDRIESE-R,-140
2017-05-05,V,WAS,SSTRASBURG-R,-175
2017-05-05,H,PHI,NPIVETTA-R,155
2017-05-05,V,MIL,JNELSON-R,114
2017-05-05,H,PIT,CKUHL-R,-124
2017-05-05,V,STL,LLYNN-R,-119
2017-05-05,H,ATL,MFOLTYNEWICZ-R,109
2017-05-05,V,MIA,TKOEHLER-R,-105
2017-05-05,H,NYM,RMONTERO-R,-105
2017-05-05,V,SFO,MCAIN-R,101
2017-05-05,H,CIN,BARROYO-R,-111
2017-05-05,V,ARI,ZGREINKE-R,-118
2017-05-05,H,COL,GMARQUEZ-R,108
2017-05-05,V,LOS,KMAEDA-R,-150
2017-05-05,H,SDG,JCHACIN-R,135
2017-05-05,V,CWS,MGONZALEZ-R,142
2017-05-05,H,BAL,WMILEY-L,-157
2017-05-05,V,TOR,FLIRIANO-L,135
2017-05-05,H,TAM,CARCHER-R,-150
2017-05-05,V,BOS,ERODRIGUEZ-L,-145
2017-05-05,H,MIN,PHUGHES-R,130
2017-05-05,V,CLE,DSALAZAR-R,-150
2017-05-05,H,KAN,JHAMMEL-R,135
2017-05-05,V,DET,MFULMER-R,-130
2017-05-05,H,OAK,ATRIGGS-R,115
2017-05-05,V,HOU,DKEUCHEL-L,-143
2017-05-05,H,LAA,JCHAVEZ-R,128
2017-05-05,V,TEX,YDARVISH-R,-109
2017-05-05,H,SEA,YGALLARDO-R,-101
2017-05-05,V,NYY,MPINEDA-R,115
2017-05-05,H,CUB,KHENDRICKS-R,-130
2017-05-06,V,STL,MLEAKE-R,-101
2017-05-06,H,ATL,JTEHERAN-R,-109
2017-05-06,V,MIL,MGARZA-R,140
2017-05-06,H,PIT,GCOLE-R,-155
2017-05-06,V,WAS,ACOLE-R,-120
2017-05-06,H,PHI,VVELASQUEZ-R,110
2017-05-06,V,MIA,ODESPAIGNE-R,-105
2017-05-06,H,NYM,RGSELLMAN-R,-105
2017-05-06,V,SFO,TBLACH-L,110
2017-05-06,H,CIN,AGARRETT-L,-120
2017-05-06,V,ARI,PCORBIN-L,-102
2017-05-06,H,COL,TANDERSON-L,-108
2017-05-06,V,LOS,CKERSHAW-L,-141
2017-05-06,H,SDG,CRICHARD-L,126
2017-05-06,V,TOR,MESTRADA-R,104
2017-05-06,H,TAM,JODORIZZI-R,-114
2017-05-06,V,BOS,RPORCELLO-R,-136
2017-05-06,H,MIN,NTEPESCH-R,121
2017-05-06,V,CLE,JTOMLIN-R,-104
2017-05-06,H,KAN,JVARGAS-L,-106
2017-05-06,V,CWS,DCOVEY-R,175
2017-05-06,H,BAL,DBUNDY-R,-200
2017-05-06,V,DET,JZIMMERMANN-R,111
2017-05-06,H,OAK,JHAHN-R,-121
2017-05-06,V,HOU,LMCCULLERS-R,-131
2017-05-06,H,LAA,JRAMIREZ-R,116
2017-05-06,V,TEX,MPEREZ-L,105
2017-05-06,H,SEA,CDEJONG-R,-115
2017-05-06,V,NYY,JMONTGOMERY-L,111
2017-05-06,H,CUB,BANDERSON-L,-126
2017-05-07,V,MIA,JURENA-R,116
2017-05-07,H,NYM,AWILK-L,-131
2017-05-07,V,STL,MWACHA-R,-119
2017-05-07,H,ATL,RDICKEY-R,109
2017-05-07,V,MIL,ZDAVIES-R,111
2017-05-07,H,PIT,TGLASNOW-R,-126
2017-05-07,V,WAS,TROARK-R,-121
2017-05-07,H,PHI,JHELLICKSON-R,111
2017-05-07,V,ARI,TWALKER-R,111
2017-05-07,H,COL,TCHATWOOD-R,-121
2017-05-07,V,SFO,JCUETO-R,-126
2017-05-07,H,CIN,SFELDMAN-R,111
2017-05-07,V,TOR,JBIAGINI-R,120
2017-05-07,H,TAM,ACOBB-R,-135
2017-05-07,V,CWS,JQUINTANA-L,116
2017-05-07,H,BAL,CTILLMAN-R,-131
2017-05-07,V,BOS,CSALE-L,-155
2017-05-07,H,MIN,ESANTANA-R,140
2017-05-07,V,CLE,MCLEVINGER-R,101
2017-05-07,H,KAN,DDUFFY-L,-111
2017-05-07,V,HOU,MFIERS-R,111
2017-05-07,H,LAA,MSHOEMAKER-R,-121
2017-05-07,V,DET,DNORRIS-L,-121
2017-05-07,H,OAK,SGRAY-R,111
2017-05-07,V,TEX,ACASHNER-R,110
2017-05-07,H,SEA,DOVERTON-L,-120
2017-05-07,V,NYY,LSEVERINO-R,120
2017-05-07,H,CUB,JLESTER-L,-135
2017-05-08,V,STL,CMARTINEZ-R,-136
2017-05-08,H,MIA,ACONLEY-L,121
2017-05-08,V,SFO,MMOORE-L,141
2017-05-08,H,NYM,JDEGROM-R,-161
2017-05-08,V,PIT,TWILLIAMS-R,165
2017-05-08,H,LOS,AWOOD-L,-185
2017-05-08,V,CLE,TBAUER-R,105
2017-05-08,H,TOR,MSTROMAN-R,-115
2017-05-08,V,KAN,NKARNS-R,135
2017-05-08,H,TAM,BSNELL-L,-150
2017-05-08,V,LAA,RNOLASCO-R,118
2017-05-08,H,OAK,KGRAVEMAN-R,-133
2017-05-08,V,WAS,GGONZALEZ-L,-101
2017-05-08,H,BAL,KGAUSMAN-R,-109
2017-05-08,V,NYY,MTANAKA-R,-150
2017-05-08,H,CIN,RDAVIS-R,135
2017-05-08,V,TEX,NMARTINEZ-R,110
2017-05-08,H,SDG,TCAHILL-R,-120
2017-05-09,V,STL,AWAINWRIGHT-R,111
2017-05-09,H,MIA,DSTRAILY-R,-121
2017-05-09,V,SFO,JSAMARDZIJA-R,113
2017-05-09,H,NYM,ZWHEELER-R,-123
2017-05-09,V,CUB,JLACKEY-R,-127
2017-05-09,H,COL,KFREELAND-L,112
2017-05-09,V,PIT,INOVA-R,157
2017-05-09,H,LOS,JURIAS-L,-177
2017-05-09,V,CLE,CCARRASCO-R,-165
2017-05-09,H,TOR,MBOLSINGER-R,145
2017-05-09,V,KAN,CYOUNG-R,135
2017-05-09,H,TAM,MANDRIESE-R,-150
2017-05-09,V,MIN,HSANTIAGO-L,-115
2017-05-09,H,CWS,MPELFREY-R,105
2017-05-09,V,LAA,AMEYER-R,116
2017-05-09,H,OAK,JCOTTON-R,-131
2017-05-09,V,TEX,AGRIFFIN-R,-126
2017-05-09,H,SDG,JWEAVER-R,111
2017-05-09,V,WAS,MSCHERZER-R,-165
2017-05-09,H,BAL,UJIMENEZ-R,145
2017-05-09,V,SEA,AMIRANDA-L,100
2017-05-09,H,PHI,JEICKHOFF-R,-110
2017-05-09,V,NYY,CSABATHIA-L,-109
2017-05-09,H,CIN,TADLEMAN-R,-101
2017-05-09,V,BOS,DPOMERANZ-L,-144
2017-05-09,H,MIL,WPERALTA-R,129
2017-05-09,V,ATL,BCOLON-R,175
2017-05-09,H,HOU,CMORTON-R,-195
2017-05-09,V,DET,JVERLANDER-R,111
2017-05-09,H,ARI,RRAY-L,-126
2017-05-09,V,CUB,JARRIETA-R,-135
2017-05-09,H,COL,ASENZATELA-R,120
2017-05-10,V,SFO,MCAIN-R,112
2017-05-10,H,NYM,TMILONE-L,-122
2017-05-10,V,CUB,KHENDRICKS-R,-135
2017-05-10,H,COL,GMARQUEZ-R,120
2017-05-10,V,STL,LLYNN-R,-107
2017-05-10,H,MIA,TKOEHLER-R,-103
2017-05-10,V,PIT,CKUHL-R,210
2017-05-10,H,LOS,KMAEDA-R,-240
2017-05-10,V,LAA,JCHAVEZ-R,-103
2017-05-10,H,OAK,ATRIGGS-R,-107
2017-05-10,V,CLE,DSALAZAR-R,-144
2017-05-10,H,TOR,FLIRIANO-L,129
2017-05-10,V,KAN,JHAMMEL-R,175
2017-05-10,H,TAM,CARCHER-R,-195
2017-05-10,V,SEA,YGALLARDO-R,-110
2017-05-10,H,PHI,ZEFLIN-R,100
2017-05-10,V,BAL,WMILEY-L,150
2017-05-10,H,WAS,SSTRASBURG-R,-170
2017-05-10,V,SDG,LPERDOMO-R,180
2017-05-10,H,TEX,YDARVISH-R,-205
2017-05-10,V,BOS,KKENDRICK-R,100
2017-05-10,H,MIL,CANDERSON-R,-110
2017-05-10,V,ATL,JGARCIA-L,150
2017-05-10,H,HOU,JMUSGROVE-R,-170
2017-05-10,V,DET,MBOYD-L,105
2017-05-10,H,ARI,ZGODLEY-R,-115
2017-05-11,V,LOS,HRYU-L,-114
2017-05-11,H,COL,,104
2017-05-11,V,PIT,GCOLE-R,124
2017-05-11,H,ARI,ZGREINKE-R,-139
2017-05-11,V,CIN,BARROYO-R,110
2017-05-11,H,SFO,TBLACH-L,-125
2017-05-11,V,HOU,DKEUCHEL-L,110
2017-05-11,H,NYY,MPINEDA-R,-120
2017-05-11,V,SEA,CDEJONG-R,124
2017-05-11,H,TOR,MESTRADA-R,-139
2017-05-11,V,KAN,JVARGAS-L,120
2017-05-11,H,TAM,JODORIZZI-R,-135
2017-05-11,V,MIN,PHUGHES-R,115
2017-05-11,H,CWS,DHOLLAND-L,-130
2017-05-11,V,DET,MFULMER-R,-112
2017-05-11,H,LAA,JRAMIREZ-R,102
2017-05-11,V,BOS,ERODRIGUEZ-L,-136
2017-05-11,H,MIL,JNELSON-R,121
2017-05-11,V,SDG,CRICHARD-L,124
2017-05-11,H,TEX,MPEREZ-L,-139
2017-05-12,V,ATL,MFOLTYNEWICZ-R,116
2017-05-12,H,MIA,JURENA-R,-131
2017-05-12,V,NYM,MHARVEY-R,-111
2017-05-12,H,MIL,MGARZA-R,101
2017-05-12,V,CUB,EBUTLER-R,111
2017-05-12,H,STL,MLEAKE-R,-126
2017-05-12,V,LOS,CKERSHAW-L,-200
2017-05-12,H,COL,TCHATWOOD-R,175
2017-05-12,V,PIT,TGLASNOW-R,121
2017-05-12,H,ARI,PCORBIN-L,-136
2017-05-12,V,CIN,SFELDMAN-R,140
2017-05-12,H,SFO,JCUETO-R,-160
2017-05-12,V,HOU,LMCCULLERS-R,-104
2017-05-12,H,NYY,JMONTGOMERY-L,-106
2017-05-12,V,MIN,ESANTANA-R,114
2017-05-12,H,CLE,JTOMLIN-R,-129
2017-05-12,V,SEA,CBERGMAN-R,111
2017-05-12,H,TOR,JBIAGINI-R,-126
2017-05-12,V,TAM,ACOBB-R,149
2017-05-12,H,BOS,RPORCELLO-R,-169
2017-05-12,V,OAK,JHAHN-R,103
2017-05-12,H,TEX,ACASHNER-R,-113
2017-05-12,V,BAL,DBUNDY-R,-101
2017-05-12,H,KAN,DDUFFY-L,-109
2017-05-12,V,DET,JZIMMERMANN-R,126
2017-05-12,H,LAA,MSHOEMAKER-R,-141
2017-05-12,V,SDG,JCHACIN-R,112
2017-05-12,H,CWS,MGONZALEZ-R,-122
2017-05-13,V,ATL,JTEHERAN-R,-101
2017-05-13,H,MIA,EVOLQUEZ-R,-109
2017-05-13,V,PHI,NPIVETTA-R,141
2017-05-13,H,WAS,TROARK-R,-161
2017-05-13,V,CIN,LBONILLA-R,122
2017-05-13,H,SFO,MMOORE-L,-137
2017-05-13,V,CUB,JLESTER-L,-109
2017-05-13,H,STL,CMARTINEZ-R,-101
2017-05-13,V,NYM,RGSELLMAN-R,114
2017-05-13,H,MIL,ZDAVIES-R,-129
2017-05-13,V,PIT,TWILLIAMS-R,146
2017-05-13,H,ARI,TWALKER-R,-166
2017-05-13,V,LOS,AWOOD-L,-129
2017-05-13,H,COL,TANDERSON-L,114
2017-05-13,V,SEA,RWEBER-R,158
2017-05-13,H,TOR,MSTROMAN-R,-178
2017-05-13,V,MIN,JBERRIOS-R,135
2017-05-13,H,CLE,MCLEVINGER-R,-150
2017-05-13,V,BAL,CTILLMAN-R,-106
2017-05-13,H,KAN,NKARNS-R,-104
2017-05-13,V,OAK,SGRAY-R,-101
2017-05-13,H,TEX,NMARTINEZ-R,-109
2017-05-13,V,TAM,BSNELL-L,195
2017-05-13,H,BOS,CSALE-L,-220
2017-05-13,V,DET,DNORRIS-L,111
2017-05-13,H,LAA,RNOLASCO-R,-126
2017-05-13,V,SDG,TCAHILL-R,-123
2017-05-13,H,CWS,DCOVEY-R,113
2017-05-14,V,ATL,RDICKEY-R,110
2017-05-14,H,MIA,JNICOLINO-L,-120
2017-05-14,V,PHI,JHELLICKSON-R,150
2017-05-14,H,WAS,GGONZALEZ-L,-170
2017-05-14,V,NYM,JDEGROM-R,-140
2017-05-14,H,MIL,WPERALTA-R,125
2017-05-14,V,CUB,JARRIETA-R,-120
2017-05-14,H,STL,AWAINWRIGHT-R,110
2017-05-14,V,LOS,JURIAS-L,-145
2017-05-14,H,COL,ASENZATELA-R,130
2017-05-14,V,CIN,TADLEMAN-R,134
2017-05-14,H,SFO,JSAMARDZIJA-R,-149
2017-05-14,V,PIT,INOVA-R,125
2017-05-14,H,ARI,RRAY-L,-140
2017-05-14,V,OAK,KGRAVEMAN-R,131
2017-05-14,H,TEX,AGRIFFIN-R,-146
2017-05-14,V,SEA,AMIRANDA-L,119
2017-05-14,H,TOR,ASANCHEZ-R,-134
2017-05-14,V,MIN,HSANTIAGO-L,134
2017-05-14,H,CLE,TBAUER-R,-149
2017-05-14,V,TAM,MANDRIESE-R,130
2017-05-14,H,BOS,DPOMERANZ-L,-145
2017-05-14,V,DET,JVERLANDER-R,-131
2017-05-14,H,LAA,AMEYER-R,116
2017-05-14,V,HOU,CMORTON-R,116
2017-05-14,H,NYY,MTANAKA-R,-131
2017-05-14,V,BAL,KGAUSMAN-R,-130
2017-05-14,H,KAN,CYOUNG-R,115
2017-05-14,V,SDG,JWEAVER-R,170
2017-05-14,H,CWS,JQUINTANA-L,-190
2017-05-14,V,PHI,VVELASQUEZ-R,166
2017-05-14,H,WAS,MSCHERZER-R,-186
2017-05-14,V,HOU,MFIERS-R,130
2017-05-14,H,NYY,LSEVERINO-R,-145
2017-05-15,V,NYM,ZWHEELER-R,111
2017-05-15,H,ARI,ZGODLEY-R,-126
2017-05-15,V,MIL,CANDERSON-R,103
2017-05-15,H,SDG,LPERDOMO-R,-113
2017-05-15,V,LOS,BMCCARTHY-R,-140
2017-05-15,H,SFO,MCAIN-R,125
2017-05-15,V,TAM,CARCHER-R,150
2017-05-15,H,CLE,CCARRASCO-R,-170
2017-05-15,V,CWS,MPELFREY-R,144
2017-05-15,H,LAA,JCHAVEZ-R,-164
2017-05-15,V,OAK,SMANAEA-L,116
2017-05-15,H,SEA,YGALLARDO-R,-131
2017-05-15,V,HOU,JMUSGROVE-R,-113
2017-05-15,H,MIA,DSTRAILY-R,103
2017-05-15,V,ATL,BCOLON-R,125
2017-05-15,H,TOR,MBOLSINGER-R,-140
2017-05-16,V,WAS,SSTRASBURG-R,-161
2017-05-16,H,PIT,CKUHL-R,141
2017-05-16,V,CIN,BARROYO-R,170
2017-05-16,H,CUB,JLACKEY-R,-190
2017-05-16,V,NYM,TMILONE-L,150
2017-05-16,H,ARI,ZGREINKE-R,-170
2017-05-16,V,MIL,JNELSON-R,-101
2017-05-16,H,SDG,CRICHARD-L,-109
2017-05-16,V,LOS,RHILL-L,-155
2017-05-16,H,SFO,TBLACH-L,140
2017-05-16,V,TAM,JODORIZZI-R,150
2017-05-16,H,CLE,DSALAZAR-R,-170
2017-05-16,V,BAL,WMILEY-L,-110
2017-05-16,H,DET,MBOYD-L,100
2017-05-16,V,NYY,CSABATHIA-L,-126
2017-05-16,H,KAN,JHAMMEL-R,111
2017-05-16,V,CWS,DHOLLAND-L,146
2017-05-16,H,LAA,JRAMIREZ-R,-166
2017-05-16,V,OAK,ATRIGGS-R,-107
2017-05-16,H,SEA,CDEJONG-R,-103
2017-05-16,V,ATL,JGARCIA-L,145
2017-05-16,H,TOR,MESTRADA-R,-165
2017-05-16,V,HOU,DKEUCHEL-L,-172
2017-05-16,H,MIA,TKOEHLER-R,152
2017-05-16,V,PHI,JEICKHOFF-R,160
2017-05-16,H,TEX,YDARVISH-R,-180
2017-05-16,V,COL,KFREELAND-L,-110
2017-05-16,H,MIN,PHUGHES-R,100
2017-05-16,V,BOS,ERODRIGUEZ-L,105
2017-05-16,H,STL,LLYNN-R,-115
2017-05-17,V,NYM,MHARVEY-R,111
2017-05-17,H,ARI,PCORBIN-L,-126
2017-05-17,V,LOS,CKERSHAW-L,-176
2017-05-17,H,SFO,JCUETO-R,156
2017-05-17,V,WAS,JTURNER-R,110
2017-05-17,H,PIT,GCOLE-R,-125
2017-05-17,V,CIN,SFELDMAN-R,166
2017-05-17,H,CUB,KHENDRICKS-R,-186
2017-05-17,V,MIL,MGARZA-R,111
2017-05-17,H,SDG,JCHACIN-R,-126
2017-05-17,V,TAM,ACOBB-R,130
2017-05-17,H,CLE,JTOMLIN-R,-145
2017-05-17,V,BAL,UJIMENEZ-R,129
2017-05-17,H,DET,MFULMER-R,-144
2017-05-17,V,NYY,MPINEDA-R,-115
2017-05-17,H,KAN,JVARGAS-L,105
2017-05-17,V,CWS,MGONZALEZ-R,150
2017-05-17,H,LAA,MSHOEMAKER-R,-170
2017-05-17,V,OAK,JHAHN-R,106
2017-05-17,H,SEA,CBERGMAN-R,-116
2017-05-17,V,TOR,JBIAGINI-R,110
2017-05-17,H,ATL,MFOLTYNEWICZ-R,-120
2017-05-17,V,HOU,LMCCULLERS-R,-161
2017-05-17,H,MIA,JURENA-R,141
2017-05-17,V,PHI,ZEFLIN-R,130
2017-05-17,H,TEX,ACASHNER-R,-145
2017-05-17,V,BOS,RPORCELLO-R,102
2017-05-17,H,STL,MLEAKE-R,-112
2017-05-18,V,WAS,TROARK-R,-126
2017-05-18,H,PIT,TGLASNOW-R,111
2017-05-18,V,CIN,AGARRETT-L,175
2017-05-18,H,CUB,JLESTER-L,-195
2017-05-18,V,MIL,ZDAVIES-R,109
2017-05-18,H,SDG,JCOSART-R,-119
2017-05-18,V,MIA,EVOLQUEZ-R,150
2017-05-18,H,LOS,HRYU-L,-170
2017-05-18,V,BAL,DBUNDY-R,-111
2017-05-18,H,DET,JZIMMERMANN-R,101
2017-05-18,V,NYY,JMONTGOMERY-L,-105
2017-05-18,H,KAN,DDUFFY-L,-105
2017-05-18,V,BOS,HVELAZQUEZ-R,-121
2017-05-18,H,OAK,SGRAY-R,111
2017-05-18,V,CWS,DCOVEY-R,152
2017-05-18,H,SEA,SGAVIGLIO-R,-172
2017-05-18,V,COL,TCHATWOOD-R,111
2017-05-18,H,MIN,JBERRIOS-R,-121
2017-05-18,V,TOR,MSTROMAN-R,-106
2017-05-18,H,ATL,JTEHERAN-R,-104
2017-05-18,V,PHI,NPIVETTA-R,150
2017-05-18,H,TEX,MPEREZ-L,-170
2017-05-18,V,COL,GMARQUEZ-R,122
2017-05-18,H,MIN,ESANTANA-R,-137
2017-05-19,V,MIL,PESPINO-R,161
2017-05-19,H,CUB,EBUTLER-R,-181
2017-05-19,V,PHI,JHELLICKSON-R,-106
2017-05-19,H,PIT,TWILLIAMS-R,-104
2017-05-19,V,WAS,GGONZALEZ-L,-151
2017-05-19,H,ATL,RDICKEY-R,136
2017-05-19,V,COL,TANDERSON-L,-106
2017-05-19,H,CIN,LBONILLA-R,-104
2017-05-19,V,SFO,MMOORE-L,128
2017-05-19,H,STL,MWACHA-R,-143
2017-05-19,V,ARI,TWALKER-R,-126
2017-05-19,H,SDG,JWEAVER-R,111
2017-05-19,V,MIA,JNICOLINO-L,205
2017-05-19,H,LOS,AWOOD-L,-230
2017-05-19,V,TOR,ASANCHEZ-R,111
2017-05-19,H,BAL,CTILLMAN-R,-126
2017-05-19,V,NYY,LSEVERINO-R,-126
2017-05-19,H,TAM,ERAMIREZ-R,111
2017-05-19,V,TEX,NMARTINEZ-R,122
2017-05-19,H,DET,DNORRIS-L,-137
2017-05-19,V,KAN,NKARNS-R,111
2017-05-19,H,MIN,HSANTIAGO-L,-126
2017-05-19,V,CLE,TBAUER-R,125
2017-05-19,H,HOU,CMORTON-R,-140
2017-05-19,V,BOS,CSALE-L,-200
2017-05-19,H,OAK,KGRAVEMAN-R,175
2017-05-19,V,CWS,JQUINTANA-L,101
2017-05-19,H,SEA,AMIRANDA-L,-111
2017-05-19,V,LAA,RNOLASCO-R,136
2017-05-19,H,NYM,JDEGROM-R,-151
2017-05-20,V,WAS,MSCHERZER-R,-181
2017-05-20,H,ATL,BCOLON-R,161
2017-05-20,V,PHI,VVELASQUEZ-R,111
2017-05-20,H,PIT,INOVA-R,-126
2017-05-20,V,COL,ASENZATELA-R,-103
2017-05-20,H,CIN,TADLEMAN-R,-107
2017-05-20,V,SFO,JSAMARDZIJA-R,136
2017-05-20,H,STL,CMARTINEZ-R,-151
2017-05-20,V,ARI,RRAY-L,-115
2017-05-20,H,SDG,LPERDOMO-R,105
2017-05-20,V,MIA,DSTRAILY-R,165
2017-05-20,H,LOS,JURIAS-L,-185
2017-05-20,V,NYY,MTANAKA-R,-121
2017-05-20,H,TAM,MANDRIESE-R,111
2017-05-20,V,CLE,MCLEVINGER-R,108
2017-05-20,H,HOU,MFIERS-R,-118
2017-05-20,V,BOS,DPOMERANZ-L,-111
